node; dblp_id; gender; phd; phd_rank; job_rank; excel_index; name; gs_id; followup_title; job; year_of_job; followup_department; followup_location
494; Wellman:Michael_P=; M; MIT; 3.52; 29.37; 1403; Michael Wellman; UruIct4AAAAJ; no_followup; University of Michigan; 1992; no_followup; no_followup
495; Jenkin:Michael_R=_M=; M; University of Toronto; 24.79; 145.24; 2552; Michael R. M. Jenkin; noDDU_0AAAAJ; no_followup; York University; 1989; no_followup; no_followup
496; Stonebraker:Michael; M; University of Michigan; 29.37; 2.31; 127; Michael Stonebraker; nan; no_followup; UC Berkeley; 1971; no_followup; no_followup
497; Goodrich:Michael_T=; M; Purdue University; 38.27; 37.36; 226; Michael Goodrich; sSS9gSoAAAAJ; no_followup; UC Irvine; 1987; no_followup; no_followup
498; Hallett:Michael_T=; M; University of Victoria; 137.87; 69.84; 1270; Michael Trevor Hallett; aSl0gXwAAAAJ; no_followup; McGill University; 2000; no_followup; no_followup
499; Godfrey:Michael_W=; M; University of Toronto; 24.79; 67.81; 2383; Michael W. Godfrey; KnJ6PRwAAAAJ; no_followup; University of Waterloo; 1996; no_followup; no_followup
500; Hicks:Michael_W=; M; University of Pennsylvania; 15.31; 28.65; 1239; Michael Hicks; d4HNjBEAAAAJ; no_followup; University of Maryland, College Park; 2002; no_followup; no_followup
501; Faloutsos:Michalis; M; University of Toronto; 24.79; 71.14; 253; Michalis Faloutsos; eCXMUQEAAAAJ; no_followup; UC Riverside; 1999; no_followup; no_followup
502; Strout:Michelle_Mills; F; UC San Diego; 27.93; 124.6; 461; Michelle Mills Strout; 9eDoldEAAAAJ; no_followup; Colorado State University; 2005; no_followup; no_followup
503; Pop:Mihai; M; Johns Hopkins University; 26.3; 28.65; 1247; Mihai Pop; 4glkLD0AAAAJ; Full Professor; University of Maryland, College Park; 2006; Computer Science; University of Maryland, College Park
504; Ercegovac:Milos_D=; M; University of Illinois, Urbana Champaign; 13.43; 17.82; 79; Milos Ercegovac; 92mdADUAAAAJ; no_followup; UCLA; 1975; no_followup; no_followup
505; Hauskrecht:Milos; M; MIT; 3.52; 46.81; 1910; Milos Hauskrecht; ylK19VUAAAAJ; no_followup; University of Pittsburgh; 2000; no_followup; no_followup
506; Choi:Min=Hyung; M; University of Iowa; 87.49; 125.51; 935; Min-Hyung Choi; rMvqyG4AAAAJ; no_followup; University of Colorado, Denver; 1999; no_followup; no_followup
507; Spetsakis:Minas_E=; M; University of Maryland, College Park; 28.65; 145.24; 2558; Minas E. Spetsakis; nan; no_followup; York University; 1990; no_followup; no_followup
508; Li_0001:Ming; M; Cornell University; 8.29; 67.81; 2394; Ming Li; oGgPXFEAAAAJ; no_followup; University of Waterloo; 1985; no_followup; no_followup
509; Potkonjak:Miodrag; M; UC Berkeley; 2.31; 17.82; 86; Miodrag Potkonjak; nan; no_followup; UCLA; 1995; no_followup; no_followup
510; Neilsen:Mitchell_L=; M; Kansas State University; 109.31; 109.31; 1105; Mitchell L. Neilsen; nan; no_followup; Kansas State University; 1996; no_followup; no_followup
511; Gouda:Mohamed_G=; M; University of Waterloo; 67.81; 19.44; 528; Mohamed Gouda; GRGOG1AAAAAJ; no_followup; University of Texas, Austin; 1980; no_followup; no_followup
512; Abidi:Mongi_A=; M; University of Tennessee, Knoxville; 119.03; 119.03; 1621; Mongi A. Abidi; nan; no_followup; University of Tennessee, Knoxville; 1986; no_followup; no_followup
513; Lam:Monica_S=; F; Carnegie Mellon University; 9.28; 2.23; 2473; Monica Lam; nan; no_followup; Stanford University; 1988; no_followup; no_followup
514; Singh:Montek; M; Columbia University; 22.53; 29.55; 427; Montek Singh; nan; no_followup; University of North Carolina, Chapel Hill; 2001; no_followup; no_followup
515; Harchol=Balter:Mor; F; UC Berkeley; 2.31; 9.28; 186; Mor Harchol-Balter; nan; no_followup; Carnegie Mellon University; 1999; no_followup; no_followup
516; Charikar:Moses; M; Stanford University; 2.23; 9.32; 1971; Moses Charika; nan; no_followup; Princeton University; 2001; no_followup; no_followup
517; Bassiouni:Mostafa_A=; M; Pennsylvania State University; 41.22; 81.51; 1861; Mostafa A. Bassiouni; nan; no_followup; University of Central Florida; 1982; no_followup; no_followup
518; Ammar:Mostafa_H=; M; University of Waterloo; 67.81; 39.69; 859; Mostafa Ammar; OT79Y9UAAAAJ; no_followup; Georgia Tech; 1985; no_followup; no_followup
519; Shah:Mubarak; M; Wayne State University; 99.58; 81.51; 1862; Mubarak Shah; p8gsO3gAAAAJ; no_followup; University of Central Florida; 1986; no_followup; no_followup
520; Singhal:Mukesh; M; University of Maryland, College Park; 28.65; 123.11; 1168; Mukesh Singhal; nan; no_followup; University of Kentucky; 1986; no_followup; no_followup
521; Singh:Munindar_P=; M; University of Texas, Austin; 19.44; 81.9; 1595; Munindar P. Singh; qNznu3kAAAAJ; no_followup; North Carolina State University; 1995; no_followup; no_followup
522; Dahleh:Munther_A=; M; Rice University; 16.44; 3.52; 1219; Munther Dahleh; nan; no_followup; MIT; 1987; no_followup; no_followup
523; Maheswaran:Muthucumaru; M; Purdue University; 38.27; 69.84; 1277; Muthucumaru Maheswaran; 1qbLa7YAAAAJ; no_followup; McGill University; 1998; no_followup; no_followup
524; Ranganathan:N=; M; University of Central Florida; 81.51; 111.94; 2124; Nagarajan Ranganathan; XuI14ysAAAAJ; no_followup; University of South Florida; 1988; no_followup; no_followup
525; Amato:Nancy_M=; F; University of Illinois, Urbana Champaign; 13.43; 63.14; 2562; Nancy Amato; AmaB9c4AAAAJ; no_followup; Texas A&M; 1995; no_followup; no_followup
526; Vijaykrishnan:Narayanan; M; University of South Florida; 111.94; 41.22; 1877; Vijaykrishnan Narayanan; KVWnyvsAAAAJ; no_followup; Pennsylvania State University; 1998; no_followup; no_followup
527; Ramakrishnan:Naren; M; Purdue University; 38.27; 112.4; 2275; Naren Ramakrishnan; fMJwG7MAAAAJ; no_followup; Virginia Tech; 1998; no_followup; no_followup
528; Young:Neal_E=; M; Princeton University; 9.32; 71.14; 239; Neal E. Young; _nyTrU0AAAAJ; no_followup; UC Riverside; 1995; no_followup; no_followup
529; Max:Nelson; M; Harvard University; 6.12; 61.39; 163; Nelson Max; nan; no_followup; UC Davis; 1972; no_followup; no_followup
530; Tzeng:Nian=Feng; M; University of Illinois, Urbana Champaign; 13.43; 100.62; 1940; Nian-Feng Tzeng; 6zq-c5cAAAAJ; no_followup; University of Louisiana, Lafayette; 1987; no_followup; no_followup
531; Flann:Nicholas_S=; M; Oregon State University; 127.72; 173.75; 2203; Nicholas S. Flann; SL6jwLMAAAAJ; no_followup; Utah State University; 1991; no_followup; no_followup
532; Cercone:Nick; M; University of Alberta; 86.24; 145.24; 2546; Nick Cercone; nan; no_followup; York University; 1975; no_followup; no_followup
533; McKeown:Nick; M; UC Berkeley; 2.31; 2.23; 2480; Nick McKeown; SqMUez0AAAAJ; no_followup; Stanford University; 1995; no_followup; no_followup
534; Roussopoulos:Nick; M; University of Toronto; 24.79; 28.65; 1250; Nick Roussopoulos; nan; no_followup; University of Maryland, College Park; 1977; no_followup; no_followup
535; Dutt:Nikil_D=; M; University of Illinois, Urbana Champaign; 13.43; 37.36; 224; Nikil Dutt; CpBXPVoAAAAJ; no_followup; UC Irvine; 1989; no_followup; no_followup
536; Amenta:Nina; F; UC Berkeley; 2.31; 61.39; 149; Nina Amenta; ZzNrbIUAAAAJ; no_followup; UC Davis; 1997; no_followup; no_followup
537; Lopez=Benitez:No=eacute=; M; Purdue University; 38.27; 164.46; 28; Noe Lopez-Benitez; nan; no_followup; Texas Tech University; 1993; no_followup; no_followup
538; Hutchinson:Norman_C=; M; University of Washington; 11.06; 51.75; 839; Norm Hutchinson; dbN2vS4AAAAJ; no_followup; University of British Columbia; 1988; no_followup; no_followup
539; Badler:Norman_I=; M; University of Toronto; 24.79; 15.31; 467; Norman Badler; e8e5qGcAAAAJ; no_followup; University of Pennsylvania; 1974; no_followup; no_followup
540; Ramsey:Norman; M; Princeton University; 9.32; 146.5; 66; Norman Ramsey; 7QTGa98AAAAJ; no_followup; Tufts University; 1999; no_followup; no_followup
541; Matloff:Norman_S=; M; UCLA; 17.82; 61.39; 162; Norman S. Matloff; nan; no_followup; UC Davis; 1975; no_followup; no_followup
542; Lhot=aacute=k:Ondrej; M; McGill University; 69.84; 67.81; 2393; Ondrej Lhotak; nan; no_followup; University of Waterloo; 2006; no_followup; no_followup
543; Etzioni:Oren; M; Carnegie Mellon University; 9.28; 11.06; 2299; Oren Etzioni; XF6Yk98AAAAJ; no_followup; University of Washington; 1991; no_followup; no_followup
544; Balci:Osman; M; Syracuse University; 56.74; 112.4; 2261; Osman Balci; nan; no_followup; Virginia Tech; 1981; no_followup; no_followup
545; Daescu:Ovidiu; M; University of Notre Dame; 98.8; 125.87; 557; Ovidiu Daescu; nan; no_followup; University of Texas, Dallas; 2000; no_followup; no_followup
546; Astrachan:Owen_L=; M; Duke University; 30.5; 30.5; 724; Owen Astrachan; WLsp7pEAAAAJ; no_followup; Duke University; 1993; no_followup; no_followup
547; Stotts:P=_David; M; University of Virginia; 38.11; 29.55; 429; David Stotts; nan; no_followup; University of North Carolina, Chapel Hill; 1985; no_followup; no_followup
548; Sadayappan:P=; M; State University of New York, Stony Brook; 36.01; 42.17; 1757; P. Sadayappan; JN4tlsMAAAAJ; no_followup; Ohio State University; 1983; no_followup; no_followup
549; Smyth:Padhraic; M; California Institute of Technology; 5.24; 37.36; 235; Padhraic Smyth; OsoQ-dcAAAAJ; no_followup; UC Irvine; 1996; no_followup; no_followup
550; Godfrey:Parke; M; University of Maryland, College Park; 28.65; 145.24; 2550; Parke Godfrey; nan; no_followup; York University; 1999; no_followup; no_followup
551; Teller:Patricia_J=; M; New York University; 18.23; 142.2; 601; Pat Teller; nan; no_followup; University of Texas, El Paso; 1992; no_followup; no_followup
552; Bridges:Patrick_G=; M; University of Arizona; 40.57; 81.65; 1555; Patrick G. Bridges; Q10SbJQAAAAJ; no_followup; University of New Mexico; 2002; no_followup; no_followup
553; Madden:Patrick_H=; M; UCLA; 17.82; 124.35; 2228; Patrick H. Madden; QwRhC2oAAAAJ; no_followup; State University of New York, Binghamton; 1998; no_followup; no_followup
554; Fishwick:Paul_A=; M; University of Pennsylvania; 15.31; 94.94; 1004; Paul Fishwick; -GT5PAkAAAAJ; no_followup; University of Florida; 1986; no_followup; no_followup
555; Ammann:Paul; M; University of Virginia; 38.11; 97.34; 898; Paul Ammann; nan; no_followup; George Mason University; 1989; no_followup; no_followup
556; Barford:Paul; M; Boston University; 51.73; 14.12; 687; Paul Barford; 4uypulQAAAAJ; no_followup; University of Wisconsin, Madison; 2001; no_followup; no_followup
557; Beame:Paul; M; University of Toronto; 24.79; 11.06; 2295; Paul Beame; plYoF-MAAAAJ; no_followup; University of Washington; 1987; no_followup; no_followup
558; Sorenson:Paul_G=; M; University of Toronto; 24.79; 86.24; 772; Paul Sorenson; nan; no_followup; University of Alberta; 1972; no_followup; no_followup
559; Diefenbach:Paul_J=; M; University of Pennsylvania; 15.31; 127.37; 716; Paul J. Diefenbach; 4_PzB2UAAAAJ; no_followup; Drexel University; 2005; no_followup; no_followup
560; Rosenbloom:Paul_S=; M; Carnegie Mellon University; 9.28; 26.17; 2366; Paul Rosenbloom; SeW3bhwAAAAJ; no_followup; University of Southern California; 1984; no_followup; no_followup
561; Yew:Pen=Chung; M; University of Illinois, Urbana Champaign; 13.43; 38.94; 1317; Pen-Chung Yew; nan; no_followup; University of Minnesota, Minneapolis; 1987; no_followup; no_followup
562; Wan:Peng=Jun; M; University of Minnesota, Minneapolis; 38.94; 117.72; 988; Peng-Jun Wan; nan; no_followup; Illinois Institute of Technology; 1997; no_followup; no_followup
563; Heeman:Peter_A=; M; University of Rochester; 25.64; 108.71; 1820; Peter A. Heeman; hbS0Dc4AAAAJ; no_followup; Oregon Health and Science University; 1997; no_followup; no_followup
564; Keleher:Peter_J=; M; Rice University; 16.44; 28.65; 1242; Pete Keleher; nan; no_followup; University of Maryland, College Park; 1994; no_followup; no_followup
565; Lee_0001:Peter; M; University of Michigan; 29.37; 9.28; 195; Peter Lee; nan; no_followup; Carnegie Mellon University; 1988; no_followup; no_followup
566; Chen:Peter_M=; M; UC Berkeley; 2.31; 29.37; 1388; Peter Chen; dVZNQqUAAAAJ; no_followup; University of Michigan; 1993; no_followup; no_followup
567; Marbach:Peter; M; MIT; 3.52; 24.79; 2170; Peter Marbach; nan; no_followup; University of Toronto; 2000; no_followup; no_followup
568; Belhumeur:Peter_N=; M; Harvard University; 6.12; 22.53; 480; Peter Belhumeur; J8YyZugAAAAJ; no_followup; Columbia University; 1994; no_followup; no_followup
569; Schr=ouml=der:Peter; M; Princeton University; 9.32; 5.24; 263; Peter Schroder; t3TgxNwAAAAJ; no_followup; California Institute of Technology; 1995; no_followup; no_followup
570; Spirtes:Peter; M; University of Pittsburgh; 46.81; 9.28; 213; Peter Spirtes; nan; no_followup; Carnegie Mellon University; 1987; no_followup; no_followup
571; Steenkiste:Peter; M; Stanford University; 2.23; 9.28; 214; Peter Steenkiste; DK7TEvkAAAAJ; no_followup; Carnegie Mellon University; 1987; no_followup; no_followup
572; Stone:Peter; M; Carnegie Mellon University; 9.28; 19.44; 537; Peter Stone; qnwjcfAAAAAJ; no_followup; University of Texas, Austin; 2002; no_followup; no_followup
573; Revesz:Peter_Z=; M; Brown University; 21.92; 130.66; 2019; Peter Z. Revesz; dDwXNpYAAAAJ; no_followup; University of Nebraska, Lincoln; 1992; no_followup; no_followup
574; Beek:Peter_van; M; University of Waterloo; 67.81; 67.81; 2414; Peter Van Beek; MP_l6fsAAAAJ; no_followup; University of Waterloo; 1990; no_followup; no_followup
575; Chan:Philip_K=; M; Columbia University; 22.53; 180.75; 775; Philip K. Chan; R_q2Nh4AAAAJ; no_followup; Florida Institute of Technology; 1997; no_followup; no_followup
576; McKinley:Philip_K=; M; University of Illinois, Urbana Champaign; 13.43; 66.24; 1343; Philip K. McKinley; 70oIOKIAAAAJ; no_followup; Michigan State University; 1990; no_followup; no_followup
577; Johnson:Philip_M=; M; University of Massachusetts, Amherst; 26.95; 154.88; 1068; Philip M. Johnson; nan; no_followup; University of Hawaii, Manoa; 1990; no_followup; no_followup
578; Fong:Philip_W=_L=; M; Simon Fraser University; 78.97; 100.27; 885; Philip W. L. Fong; qBhH0KQAAAAJ; no_followup; University of Calgary; 2004; no_followup; no_followup
579; Rogaway:Phillip; M; MIT; 3.52; 61.39; 169; Phillip W. Rogaway; gUEkPQEAAAAJ; no_followup; UC Davis; 1994; no_followup; no_followup
580; Indyk:Piotr; M; Stanford University; 2.23; 3.52; 1203; Piotr Indyk; oOwNKsAAAAAJ; no_followup; MIT; 2000; no_followup; no_followup
581; Panangaden:Prakash; M; University of Wisconsin, Milwaukee; 102.07; 69.84; 1278; Prakash Panangaden; IROzEKQAAAAJ; no_followup; McGill University; 1985; no_followup; no_followup
582; Jayanti:Prasad; M; Cornell University; 8.29; 37.9; 640; Prasad Jayanti; TH512IgAAAAJ; no_followup; Dartmouth College; 1993; no_followup; no_followup
583; Tadepalli:Prasad; M; Rutgers University; 40.46; 127.72; 1849; Prasad Tadepalli; nan; no_followup; Oregon State University; 1989; no_followup; no_followup
584; Mohapatra:Prasant; M; Pennsylvania State University; 41.22; 61.39; 164; Prasant Mohapatra; Zc018qEAAAAJ; no_followup; UC Davis; 1993; no_followup; no_followup
585; Dewan:Prasun; M; University of Wisconsin, Madison; 14.12; 29.55; 422; Prasun Dewan; rRxC18AAAAAJ; no_followup; University of North Carolina, Chapel Hill; 1986; no_followup; no_followup
586; Devanbu:Premkumar_T=; M; Rutgers University; 40.46; 61.39; 152; Premkumar T. Devanbu; nan; no_followup; UC Davis; 1998; no_followup; no_followup
587; Cheng:Qi; M; University of Southern California; 26.17; 116.24; 2072; Qi Cheng; 76g2fssAAAAJ; no_followup; University of Oklahoma; 2001; no_followup; no_followup
588; Stout:Quentin_F=; M; Indiana University; 116.75; 29.37; 1400; Quentin Stout; ypOvMY0AAAAJ; no_followup; University of Michigan; 1976; no_followup; no_followup
589; Snell:Quinn; M; Utah State University; 173.75; 166.53; 108; Quinn Snell; EaEutcUAAAAJ; no_followup; Brigham Young University; 1997; no_followup; no_followup
590; Whaley:R=_Clinton; M; Florida State University; 74.98; 133.22; 631; R. Clint Whaley; nan; Associate Professor; University of Texas, San Antonio; 2005; Computer Science; Louisiana State University
591; Horspool:R=_Nigel; M; University of Toronto; 24.79; 137.87; 1722; R. Nigel Horspool; nan; no_followup; University of Victoria; 1976; no_followup; no_followup
592; Heller:Rachelle_S=; F; University of Maryland, College Park; 28.65; 87.19; 924; Rachelle S. Heller; nan; no_followup; George Washington University; 1987; no_followup; no_followup
593; Machiraju:Raghu; M; Ohio State University; 42.17; 42.17; 1751; Raghu Machiraju; HHialjcAAAAJ; no_followup; Ohio State University; 1996; no_followup; no_followup
594; Simha:Rahul; M; University of Massachusetts, Amherst; 26.95; 87.19; 928; Rahul Simha; nan; no_followup; George Washington University; 1990; no_followup; no_followup
595; Rao:Rajesh_P=_N=; M; University of Rochester; 25.64; 11.06; 2307; Rajesh Rao; 02nHF0gAAAAJ; no_followup; University of Washington; 2000; no_followup; no_followup
596; Rajaraman:Rajmohan; M; University of Texas, Austin; 19.44; 163.79; 1645; Rajmohan Rajaraman; QZrx9MEAAAAJ; no_followup; Northeastern University; 1998; no_followup; no_followup
597; Grishman:Ralph; M; Columbia University; 22.53; 18.23; 1479; Ralph Grishman; blwKAkUAAAAJ; no_followup; New York University; 1973; no_followup; no_followup
598; Elmasri:Ramez; M; Stanford University; 2.23; 106.62; 512; Ramez A. Elmasri; nan; no_followup; University of Texas, Arlington; 1982; no_followup; no_followup
599; Melhem:Rami_G=; M; University of Pittsburgh; 46.81; 46.81; 1916; Rami Melhem; 017pCpkAAAAJ; no_followup; University of Pittsburgh; 1984; no_followup; no_followup
600; Cleaveland:Rance; M; Cornell University; 8.29; 28.65; 1232; Rance Cleaveland; EetL2HQAAAAJ; no_followup; University of Maryland, College Park; 1989; no_followup; no_followup
601; Burns:Randal_C=; M; UC Santa Cruz; 79.49; 26.3; 1084; Randal Burns; rTJTJJ4AAAAJ; no_followup; Johns Hopkins University; 2001; no_followup; no_followup
602; Goebel:Randy; M; University of British Columbia; 51.75; 86.24; 758; Randy Goebel; fTgRyn4AAAAJ; no_followup; University of Alberta; 1985; no_followup; no_followup
603; Katz:Randy_H=; M; UC Berkeley; 2.31; 2.31; 129; Randy Katz; PkfChMgAAAAJ; no_followup; UC Berkeley; 1981; no_followup; no_followup
604; Kasturi:Rangachar; M; Texas Tech University; 164.46; 111.94; 2118; Rangachar Kasturi; EFB9ZuwAAAAJ; no_followup; University of South Florida; 1982; no_followup; no_followup
605; Finkel:Raphael_A=; M; Stanford University; 2.23; 123.11; 1159; Raphael A. Finkel; nan; no_followup; University of Kentucky; 1976; no_followup; no_followup
606; Bod=iacute=k:Rastislav; M; University of Pittsburgh; 46.81; 2.31; 130; Rastislav Bodik; YrihYtsAAAAJ; no_followup; UC Berkeley; 1999; no_followup; no_followup
607; Guha:Ratan_K=; M; University of Texas, Austin; 19.44; 81.51; 1863; Ratan K. Guha; nan; no_followup; University of Central Florida; 1970; no_followup; no_followup
608; Janardan:Ravi; M; Purdue University; 38.27; 38.94; 1303; Ravi Janardan; nan; no_followup; University of Minnesota, Minneapolis; 1987; no_followup; no_followup
609; Mukkamala:Ravi; M; University of Iowa; 87.49; 142.05; 1807; Ravi Mukkamala; nan; no_followup; Old Dominion University; 1987; no_followup; no_followup
610; Prakash:Ravi; M; Ohio State University; 42.17; 125.87; 574; Ravi Prakash; MJyWxOYAAAAJ; no_followup; University of Texas, Dallas; 1997; no_followup; no_followup
611; Ramamoorthi:Ravi; M; Stanford University; 2.23; 2.31; 131; Ravi Ramamoorthi; q0MzO6cAAAAJ; no_followup; UC Berkeley; 2002; no_followup; no_followup
612; Sandhu:Ravi_S=; M; Rutgers University; 40.46; 133.22; 626; Ravi Sandhu; wic7YpkAAAAJ; no_followup; University of Texas, San Antonio; 1983; no_followup; no_followup
613; Ng:Raymond_T=; M; University of Maryland, College Park; 28.65; 51.75; 850; Raymond T. Ng; reYJaYMAAAAJ; no_followup; University of British Columbia; 1992; no_followup; no_followup
614; Arpaci=Dusseau:Remzi_H=; M; UC Berkeley; 2.31; 14.12; 685; Remzi Arpaci-Dusseau; C1skWKgAAAAJ; no_followup; University of Wisconsin, Madison; 2000; no_followup; no_followup
615; Wenger:Rephael; M; McGill University; 69.84; 42.17; 1767; Rephael Wenger; nan; no_followup; Ohio State University; 1990; no_followup; no_followup
616; Rejaie:Reza; M; University of Southern California; 26.17; 54.86; 1513; Reza Rejaie; dgRIYXIAAAAJ; no_followup; University of Oregon; 2002; no_followup; no_followup
617; Kemmerer:Richard_A=; M; UCLA; 17.82; 56.76; 292; Richard A. Kemmerer; nan; no_followup; UC Santa Barbara; 1979; no_followup; no_followup
618; Borie:Richard_B=; M; Georgia Tech; 39.69; 186.81; 735; Richard Borie; nan; no_followup; University of Alabama, Tuscaloosa; 1989; no_followup; no_followup
619; Brown:Richard_B=; M; University of Utah; 59.1; 59.1; 1694; Richard B Brown; Pq-WxP8AAAAJ; no_followup; University of Utah; 1985; no_followup; no_followup
620; Holt:Richard_C=; M; Cornell University; 8.29; 67.81; 2388; Richard C. Holt; nan; no_followup; University of Waterloo; 1971; no_followup; no_followup
621; Chang:Richard; M; Cornell University; 8.29; 134.13; 1957; Richard Chang; nan; no_followup; University of Maryland, Baltimore County; 1992; no_followup; no_followup
622; Korf:Richard_E=; M; Carnegie Mellon University; 9.28; 17.82; 82; Richard Korf; LsuWoRoAAAAJ; no_followup; UCLA; 1983; no_followup; no_followup
623; Ladner:Richard_E=; M; UC Berkeley; 2.31; 11.06; 2301; Richard Ladner; hgOSI1EAAAAJ; no_followup; University of Washington; 1971; no_followup; no_followup
624; Furuta:Richard; M; University of Washington; 11.06; 63.14; 2568; Richard Furuta; vygtLDcAAAAJ; no_followup; Texas A&M; 1987; no_followup; no_followup
625; Lathrop:Richard_H=; M; MIT; 3.52; 37.36; 230; Richard Lathrop; nan; no_followup; UC Irvine; 1995; no_followup; no_followup
626; Han:Richard; M; UC Berkeley; 2.31; 68.17; 411; Richard Y. Han; mah-B4IAAAAJ; no_followup; University of Colorado, Boulder; 2001; no_followup; no_followup
627; Anderson:Richard_J=; M; Stanford University; 2.23; 11.06; 2293; Richard Anderson; uLsDDUMAAAAJ; no_followup; University of Washington; 1986; no_followup; no_followup
628; Enbody:Richard_J=; M; University of Minnesota, Minneapolis; 38.94; 66.24; 1337; Richard J. Enbody; QR4VpsIAAAAJ; no_followup; Michigan State University; 1987; no_followup; no_followup
629; Martin:Richard_P=; M; UC Berkeley; 2.31; 40.46; 2192; Richard Martin; kPyVN7AAAAAJ; no_followup; Rutgers University; 1999; no_followup; no_followup
630; Snodgrass:Richard_T=; M; Carnegie Mellon University; 9.28; 40.57; 785; Richard Snodgrass; BkrB4awAAAAJ; no_followup; University of Arizona; 1982; no_followup; no_followup
631; Wolski:Richard; M; UC Davis; 61.39; 56.76; 296; Richard Wolski; nan; no_followup; UC Santa Barbara; 1999; no_followup; no_followup
632; Jacobs:Robert_A=; M; University of Massachusetts, Amherst; 26.95; 25.64; 2106; Robert Jacobs; Fl7EBc8AAAAJ; no_followup; University of Rochester; 1992; no_followup; no_followup
633; Geijn:Robert_A=_van_de; M; University of Maryland, College Park; 28.65; 19.44; 538; Robert Van de Geijn; 62GM5XcAAAAJ; no_followup; University of Texas, Austin; 1987; no_followup; no_followup
634; Heckendorn:Robert_B=; M; Colorado State University; 124.6; 164.22; 1095; Robert Heckendorn; Hd0x1I4AAAAJ; no_followup; University of Idaho, Moscow; 1999; no_followup; no_followup
635; Findler:Robert_Bruce; M; Rice University; 16.44; 44.47; 1670; Robert  Bruce Findler; eBqftc8AAAAJ; no_followup; Northwestern University; 2002; no_followup; no_followup
636; Noonan:Robert_E=; M; Purdue University; 38.27; 75.2; 390; Robert  Noonan; nan; no_followup; College of William and Mary; 1971; no_followup; no_followup
637; Tarjan:Robert_Endre; M; Stanford University; 2.23; 9.32; 1979; Robert Tarjan; nan; no_followup; Princeton University; 1972; no_followup; no_followup
638; Reynolds:Robert_G=; M; University of Michigan; 29.37; 99.58; 2436; Robert G.Reynolds; nan; no_followup; Wayne State University; 1979; no_followup; no_followup
639; Sloan:Robert_H=; M; MIT; 3.52; 79.33; 1122; Robert H. Sloan; nan; no_followup; University of Illinois, Chicago; 1990; no_followup; no_followup
640; Walker:Robert_J=; M; University of British Columbia; 51.75; 100.27; 895; Robert J. Walker; nan; no_followup; University of Calgary; 2002; no_followup; no_followup
641; Cannon:Robert_L=; M; University of North Carolina, Chapel Hill; 29.55; 113.75; 2085; Robert L. Cannon; nan; no_followup; University of South Carolina; 1973; no_followup; no_followup
642; Haralick:Robert_M=; M; University of Kansas, Lawrence; 74.4; 70.04; 237; Robert Haralick; HMnF6i0AAAAJ; no_followup; CUNY Graduate Center; 1975; no_followup; no_followup
643; Futrelle:Robert_P=; M; MIT; 3.52; 163.79; 1652; Robert P. Futrelle; nan; no_followup; Northeastern University; 1975; no_followup; no_followup
644; Pless:Robert; M; University of Maryland, College Park; 28.65; 46.4; 2352; Robert Pless; uVBjUtAAAAAJ; no_followup; Washington University, St. Louis; 2000; no_followup; no_followup
645; Lindeman:Robert_W=; M; George Washington University; 87.19; 140.75; 2499; Robert W. Lindeman; 50jH5EUAAAAJ; no_followup; Worcester Polytechnic Institute; 1999; no_followup; no_followup
646; Wilensky:Robert; M; Yale University; 9.98; 2.31; 132; Robert Wilensky; nan; no_followup; UC Berkeley; 1978; no_followup; no_followup
647; Tamassia:Roberto; M; University of Illinois, Urbana Champaign; 13.43; 21.92; 148; Roberto Tamassia; eEYPTKUAAAAJ; no_followup; Brown University; 1988; no_followup; no_followup
648; Cohen:Robin; F; University of Toronto; 24.79; 67.81; 2379; Robin Cohen; nan; no_followup; University of Waterloo; 1986; no_followup; no_followup
649; Howell:Rodney_R=; M; University of Texas, Austin; 19.44; 109.31; 1102; Rodney R. Howell; nan; no_followup; Kansas State University; 1988; no_followup; no_followup
650; Crawfis:Roger; M; UC Davis; 61.39; 42.17; 1748; Roger Crawfis; nan; no_followup; Ohio State University; 1996; no_followup; no_followup
651; Olsson:Ronald_A=; M; University of Arizona; 40.57; 61.39; 167; Ronald A. Olsson; nan; no_followup; UC Davis; 1986; no_followup; no_followup
652; Arkin:Ronald_C=; M; University of Massachusetts, Amherst; 26.95; 39.69; 860; Ronald Arkin; WSN7T_YAAAAJ; no_followup; Georgia Tech; 1987; no_followup; no_followup
653; Parr:Ronald; M; UC Berkeley; 2.31; 30.5; 729; Ronald Parr; b-GJ3QIAAAAJ; no_followup; Duke University; 2000; no_followup; no_followup
654; Whitaker:Ross_T=; M; University of North Carolina, Chapel Hill; 29.55; 59.1; 1707; Ross T Whitaker; FaOZ6EMAAAAJ; no_followup; University of Utah; 1996; no_followup; no_followup
655; Pargas:Roy_P=; M; University of North Carolina, Chapel Hill; 29.55; 151.45; 377; Roy P. Pargas; nan; no_followup; Clemson University; 1982; no_followup; no_followup
656; Yang:Ruigang; M; University of North Carolina, Chapel Hill; 29.55; 123.11; 1169; Ruigang Yang; yveq40QAAAAJ; no_followup; University of Kentucky; 2003; no_followup; no_followup
657; Miller:Russ; M; State University of New York, Binghamton; 124.35; 82.16; 2248; Russ Miller; WxCwDn8AAAAJ; no_followup; State University of New York, Buffalo; 1985; no_followup; no_followup
658; Tedrake:Russ; M; MIT; 3.52; 3.52; 1217; Russ Tedrake; nxNkEiYAAAAJ; no_followup; MIT; 2005; no_followup; no_followup
